ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_1450,debugd8KZU:debugfrao7,1712672765760,12,2,test,1,2,30.0,60,"The great big rock which overlooked the landscpe fell asleep . Whilst asleep seasons came and went. The Land around the rock changed , dinosaurs appeared and ate some of the wildlife. The rock began to shrink as he slept. When he woke up he was small no longer the big imposimg rock he had once been. Standing on top of him was a man cuttting wood/.",7,144033,test_seg2_desc,/static/video/C/filmfest_clip8_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""The great big rock which overlooked the landscpe fell asleep . Whilst asleep seasons came and went. The Land around the rock changed , dinosaurs appeared and ate some of the wildlife. The rock began to shrink as he slept. When he woke up he was small no longer the big imposimg rock he had once been. Standing on top of him was a man cuttting wood/."", ""importance"": ""7"", ""time"": 144033, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1450,debugd8KZU:debugfrao7,1712673001896,15,2,test,2,4,120.0,150,"The rock , which had been turned into a cannon ball was fired from a ship to attack another ship. It was fired out and desstroyed the enemy ship but shattered into small pieces . The rock sunk to the bottom of the sea and eas eventually washed up onsore. It walked along the shore until it sure a big rock that looked like what he used to be . ",6,128246,test_seg4_desc,/static/video/C/filmfest_clip8_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""The rock , which had been turned into a cannon ball was fired from a ship to attack another ship. It was fired out and desstroyed the enemy ship but shattered into small pieces . The rock sunk to the bottom of the sea and eas eventually washed up onsore. It walked along the shore until it sure a big rock that looked like what he used to be . "", ""importance"": ""6"", ""time"": 128246, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1450,debugd8KZU:debugfrao7,1712673237693,18,2,test,3,6,210.0,240,The rock was kicked and thrown and eventually ended up scared in the middle of the road. It was then crusted by a large roller who was flattening the road surface. It was then swept away ny a broom and ended up in the sea again.,5,127332,test_seg6_desc,/static/video/C/filmfest_clip8_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""The rock was kicked and thrown and eventually ended up scared in the middle of the road. It was then crusted by a large roller who was flattening the road surface. It was then swept away ny a broom and ended up in the sea again."", ""importance"": ""5"", ""time"": 127332, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1450,debugd8KZU:debugfrao7,1712673410999,21,2,test,4,8,300.0,330,"The rock was now a piece of a space craft it whizzed through space and the universe until it landed on land and became a large rock , like before in a land .",7,69586,test_seg8_desc,/static/video/C/filmfest_clip8_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""The rock was now a piece of a space craft it whizzed through space and the universe until it landed on land and became a large rock , like before in a land ."", ""importance"": ""7"", ""time"": 69586, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1842,debugo1MD2:debug2QPBG,1712153365759,12,8,test,1,2,90.0,120,"Okay, so the Rock is now being used as millstone in a mill. Next, the door to the mill opens and some soldiers march in. They're wearing the uniforms of Union soldiers, so we are in the US, sometime in the 1860s during the American Civil War. The soldiers take the Rock away, and grind it down from a millstone to a cannonball, and he ends up being fired out of a cannon during a battle.",5,209830,test_seg2_desc,/static/video/I/filmfest_clip8_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""Okay, so the Rock is now being used as millstone in a mill. Next, the door to the mill opens and some soldiers march in. They're wearing the uniforms of Union soldiers, so we are in the US, sometime in the 1860s during the American Civil War. The soldiers take the Rock away, and grind it down from a millstone to a cannonball, and he ends up being fired out of a cannon during a battle."", ""importance"": ""5"", ""time"": 209830, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1842,debugo1MD2:debug2QPBG,1712153804524,15,8,test,2,4,180.0,210,"Still in a display case in a museum, an over eager child presses their face against the glass, which jostles the Rock. The Rock falls out the back of the case and tumbles along before being swept up by the janitor. The janitor throws the Rock out and it bounces along the street. Judging by the dress of the people, I'd say we are in or around the 1920s. Some guy picks up the Rock and chucks it into the air. It sails through a window, by a couple in an apartment, out another window, and bounces on an awning, above a line of people. That's where the video stopped, so I'm not 100% sure, but it looked like it was a bread line during the depression.",5,324807,test_seg4_desc,/static/video/I/filmfest_clip8_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""Still in a display case in a museum, an over eager child presses their face against the glass, which jostles the Rock. The Rock falls out the back of the case and tumbles along before being swept up by the janitor. The janitor throws the Rock out and it bounces along the street. Judging by the dress of the people, I'd say we are in or around the 1920s. Some guy picks up the Rock and chucks it into the air. It sails through a window, by a couple in an apartment, out another window, and bounces on an awning, above a line of people. That's where the video stopped, so I'm not 100% sure, but it looked like it was a bread line during the depression."", ""importance"": ""5"", ""time"": 324807, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1842,debugo1MD2:debug2QPBG,1712154064140,18,8,test,3,6,270.0,300,So now the Rock is a circle of glass. 2 figures in hazmat suits approach and box up the Rock. Next we see the launch of a rocket and the release of it's payload. We can see that the payload is a space telescope and that the Rock is now being used as the lens. It careens off and smashes into an asteroid.,5,147694,test_seg6_desc,/static/video/I/filmfest_clip8_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""So now the Rock is a circle of glass. 2 figures in hazmat suits approach and box up the Rock. Next we see the launch of a rocket and the release of it's payload. We can see that the payload is a space telescope and that the Rock is now being used as the lens. It careens off and smashes into an asteroid."", ""importance"": ""5"", ""time"": 147694, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_287,debug7qyXI:debugibUSf,1712672977396,12,7,test,1,2,80.0,110,The rock was transported by the farmers on a wagon pulled by mules. At the farm it was ground circular to form the turning circle of a watermill. it spun round. Soldiers came to the mill. They crushed the rock into small pieces.,5,181470,test_seg2_desc,/static/video/H/filmfest_clip8_H_1.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""110"", ""content"": ""The rock was transported by the farmers on a wagon pulled by mules. At the farm it was ground circular to form the turning circle of a watermill. it spun round. Soldiers came to the mill. They crushed the rock into small pieces."", ""importance"": ""5"", ""time"": 181470, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_287,debug7qyXI:debugibUSf,1712673326735,15,7,test,2,4,170.0,200,"The rock was displayed in a glass case. A boy shook the case and the rock rolled out of the back of the case. It landed in the janitors cart, and was threw out with the rubbish. It rolled into the street. A man walking, holding a bunch of flowers, began to kick the rock down the street.",5,239203,test_seg4_desc,/static/video/H/filmfest_clip8_H_3.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""200"", ""content"": ""The rock was displayed in a glass case. A boy shook the case and the rock rolled out of the back of the case. It landed in the janitors cart, and was threw out with the rubbish. It rolled into the street. A man walking, holding a bunch of flowers, began to kick the rock down the street."", ""importance"": ""5"", ""time"": 239203, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_287,debug7qyXI:debugibUSf,1712673529019,18,7,test,3,6,260.0,290,the rock was used to make part of a space rocket. The rocket was launched. Someone in control is about to press a red button.,6,93157,test_seg6_desc,/static/video/H/filmfest_clip8_H_5.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""290"", ""content"": ""the rock was used to make part of a space rocket. The rocket was launched. Someone in control is about to press a red button."", ""importance"": ""6"", ""time"": 93157, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1819,debugnN0kC:debugWdRJc,1711992618291,12,2,test,1,2,30.0,60,"A large rock is overseeing the land he lives in and he seems to fall asleep and time passes showing dinosaurs then the ice age with glaciers where he gets pushed along into his final resting place, obviously millions of years later then a man possibly a farmer gets on top of the rock where a tree is growing and he starts to cut it down.",7,217524,test_seg2_desc,/static/video/C/filmfest_clip8_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""A large rock is overseeing the land he lives in and he seems to fall asleep and time passes showing dinosaurs then the ice age with glaciers where he gets pushed along into his final resting place, obviously millions of years later then a man possibly a farmer gets on top of the rock where a tree is growing and he starts to cut it down."", ""importance"": ""7"", ""time"": 217524, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1819,debugnN0kC:debugWdRJc,1711992970335,15,2,test,2,4,120.0,150,after the rock was stolen by the soldiers he was smashed up and made into a cannon ball which is taken to a warship during the American civil was he is fired at a confederate ship and helps it to sink after the rock collides with the ship it falls into the sea and is washed along by the tide passing all manner of fish and sea life coming to rest on the river bed.,7,241027,test_seg4_desc,/static/video/C/filmfest_clip8_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""after the rock was stolen by the soldiers he was smashed up and made into a cannon ball which is taken to a warship during the American civil was he is fired at a confederate ship and helps it to sink after the rock collides with the ship it falls into the sea and is washed along by the tide passing all manner of fish and sea life coming to rest on the river bed."", ""importance"": ""7"", ""time"": 241027, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1819,debugnN0kC:debugWdRJc,1711993262970,18,2,test,3,6,210.0,240,the rock is thrown around and lands in the middle of the street where a car runs over it catching it in the engine a steam rollere appears and runs over the rock crushing it to dust when a street cleaner brushes it to the end of the pier and onto the beach the pier appears to have eyes and watche the little rock land on the sand,7,186027,test_seg6_desc,/static/video/C/filmfest_clip8_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""the rock is thrown around and lands in the middle of the street where a car runs over it catching it in the engine a steam rollere appears and runs over the rock crushing it to dust when a street cleaner brushes it to the end of the pier and onto the beach the pier appears to have eyes and watche the little rock land on the sand"", ""importance"": ""7"", ""time"": 186027, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1819,debugnN0kC:debugWdRJc,1711993617681,21,2,test,4,8,300.0,330,the rock becomes part of satellite and is in orbit in space suddenly it goes out of control and heads towards a planet crash landing on the surface causing the land to form small hills and creating a landscape almost identical to where he came from and the rock looks happy to be back where he started. ,7,242846,test_seg8_desc,/static/video/C/filmfest_clip8_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""the rock becomes part of satellite and is in orbit in space suddenly it goes out of control and heads towards a planet crash landing on the surface causing the land to form small hills and creating a landscape almost identical to where he came from and the rock looks happy to be back where he started. "", ""importance"": ""7"", ""time"": 242846, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1675,debugjBuTo:debugU18U5,1712070428155,12,8,test,1,2,90.0,120,After the rock was being used for a machine army men entered the workshop and confiscated the table rock. They then crushed the rock and made it round and used it has a cannonball . They shot the  rock cannonball and it flew to its destination.,7,75623,test_seg2_desc,/static/video/I/filmfest_clip8_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""After the rock was being used for a machine army men entered the workshop and confiscated the table rock. They then crushed the rock and made it round and used it has a cannonball . They shot the  rock cannonball and it flew to its destination."", ""importance"": ""7"", ""time"": 75623, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1675,debugjBuTo:debugU18U5,1712070622692,15,8,test,2,4,180.0,210,As you know the rock was in display at a museum  but a child hit the the display pretty hard causing the rock to fall backwards in which it found its way outside. It roll on the ground  was kick by a person then pick up and thrown into a window .,7,90642,test_seg4_desc,/static/video/I/filmfest_clip8_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""As you know the rock was in display at a museum  but a child hit the the display pretty hard causing the rock to fall backwards in which it found its way outside. It roll on the ground  was kick by a person then pick up and thrown into a window ."", ""importance"": ""7"", ""time"": 90642, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1675,debugjBuTo:debugU18U5,1712070794125,18,8,test,3,6,270.0,300,The rock was compressed into glass. Then used in a telescope that was sent to outerspace. It crashed into some asteroids and the glass broke and now we wait to see what happens again.,7,66986,test_seg6_desc,/static/video/I/filmfest_clip8_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""The rock was compressed into glass. Then used in a telescope that was sent to outerspace. It crashed into some asteroids and the glass broke and now we wait to see what happens again."", ""importance"": ""7"", ""time"": 66986, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1452,debugdAdOo:debugk7qOC,1712070990741,12,2,test,1,2,30.0,60,"The Rock movie starts with view from the pond or lake deep with various aquatitc life moving around, the the veiw shift to above the surface and there is a mountain barren like stone at the end of the lake, but with face and a big bubble stone nose. Seems like an ice age happens and the mountain is crushed by a glacier and the top with the nose an face winds up embedded in a green field with some grass on top like hair with a tree growing of it with bearded guy usiing an axe to cut the tree down which happens an the embedded rock with face showing is glancing back and forth???",6,272023,test_seg2_desc,/static/video/C/filmfest_clip8_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""The Rock movie starts with view from the pond or lake deep with various aquatitc life moving around, the the veiw shift to above the surface and there is a mountain barren like stone at the end of the lake, but with face and a big bubble stone nose. Seems like an ice age happens and the mountain is crushed by a glacier and the top with the nose an face winds up embedded in a green field with some grass on top like hair with a tree growing of it with bearded guy usiing an axe to cut the tree down which happens an the embedded rock with face showing is glancing back and forth???"", ""importance"": ""6"", ""time"": 272023, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1452,debugdAdOo:debugk7qOC,1712071678827,15,2,test,2,4,120.0,150,"well in the next segment the rock opens shut eyes to have what look like a bunch of pilgrams industrially builting a log structuter. Putting hands over ears seemingly disturbed by all the noice the rock uses hands and arms to push self out of the ground and walk to a nearby hill and adjust thing to lie on left side to rest, but not for long for the pilgrams are prying the rock up and putting on a wagon taking back to the log structure where the cut off the nose and I parts in to flat cylindar to make a grindstone shown running in the mill, but the soldiers come and take the grind stone and cut it into a cannon ball, but still have the face. Next the cannon ball is shown shot out of the cannon to blow of the mast of any enemy ship looks like something from the US civil war and it breaks up into a smaller piece with still a face, but back in the water and floating down stream until it lands in a resting spot.",5,577559,test_seg4_desc,/static/video/C/filmfest_clip8_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""well in the next segment the rock opens shut eyes to have what look like a bunch of pilgrams industrially builting a log structuter. Putting hands over ears seemingly disturbed by all the noice the rock uses hands and arms to push self out of the ground and walk to a nearby hill and adjust thing to lie on left side to rest, but not for long for the pilgrams are prying the rock up and putting on a wagon taking back to the log structure where the cut off the nose and I parts in to flat cylindar to make a grindstone shown running in the mill, but the soldiers come and take the grind stone and cut it into a cannon ball, but still have the face. Next the cannon ball is shown shot out of the cannon to blow of the mast of any enemy ship looks like something from the US civil war and it breaks up into a smaller piece with still a face, but back in the water and floating down stream until it lands in a resting spot."", ""importance"": ""5"", ""time"": 577559, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1452,debugdAdOo:debugk7qOC,1712072286395,18,2,test,3,6,210.0,240,"Well next for some strange reason all of a sudden the rock is back on dry land walking along and finds a glove and folds the fingers to make like a bed, but then what looks like a professor come along finds him an very excitedly put the rock in a box and takes him to building, but some how the rock gets jetisoned into the street where it is picked up and thown thru a window knocking a guy over hitting a piano and flying out another window in the street get's picked a vehicle runs over the rock next it's shown being ground up even smaller and dropped by out on the street. then a street roller runs over and crushes further and next a street sweeper with a broom is sweeping the street and sweeps a pile of debris off a dropoff by another body of water.",5,498164,test_seg6_desc,/static/video/C/filmfest_clip8_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""Well next for some strange reason all of a sudden the rock is back on dry land walking along and finds a glove and folds the fingers to make like a bed, but then what looks like a professor come along finds him an very excitedly put the rock in a box and takes him to building, but some how the rock gets jetisoned into the street where it is picked up and thown thru a window knocking a guy over hitting a piano and flying out another window in the street get's picked a vehicle runs over the rock next it's shown being ground up even smaller and dropped by out on the street. then a street roller runs over and crushes further and next a street sweeper with a broom is sweeping the street and sweeps a pile of debris off a dropoff by another body of water."", ""importance"": ""5"", ""time"": 498164, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1452,debugdAdOo:debugk7qOC,1712072797371,21,2,test,4,8,300.0,330,so then a crane with a pincing bucket pick up a scoop from by the water and drops it in a truck which hauls ti to a factor where it is dropped into a firey furnace. Next it is pressed into a flat disk and process by some folks in industrial suits and fabricated into a device which is shot by a several stage rocket into space which then is shown as a satillie with the disc with rock face that seems to bounce off an astroid and then falls to a planet where big geoloical changes seem to be happening but eventually a mountain rises looking over a lake with the rock face and the rock seems to finally be able to rest the main activity the rock seemed to be trying to do all thru the movie.,7,403545,test_seg8_desc,/static/video/C/filmfest_clip8_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip8_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""so then a crane with a pincing bucket pick up a scoop from by the water and drops it in a truck which hauls ti to a factor where it is dropped into a firey furnace. Next it is pressed into a flat disk and process by some folks in industrial suits and fabricated into a device which is shot by a several stage rocket into space which then is shown as a satillie with the disc with rock face that seems to bounce off an astroid and then falls to a planet where big geoloical changes seem to be happening but eventually a mountain rises looking over a lake with the rock face and the rock seems to finally be able to rest the main activity the rock seemed to be trying to do all thru the movie."", ""importance"": ""7"", ""time"": 403545, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_642,debugHXrB8:debug889uo,1712074814212,12,4,test,1,2,50.0,80,"a person chops a tree down on top of the rock, someone's legs walks past the rock, then more people are seen chopping wood with axes, the rock gets up from the ground, and walks into a forest, then he touches some leaves which are on a huge rock, the rock then falls on top of the huge rock like he's going to sleep, then a rope gets thrown onto the rocks nose. ",5,375790,test_seg2_desc,/static/video/E/filmfest_clip8_E_1.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""80"", ""content"": ""a person chops a tree down on top of the rock, someone's legs walks past the rock, then more people are seen chopping wood with axes, the rock gets up from the ground, and walks into a forest, then he touches some leaves which are on a huge rock, the rock then falls on top of the huge rock like he's going to sleep, then a rope gets thrown onto the rocks nose. "", ""importance"": ""5"", ""time"": 375790, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_642,debugHXrB8:debug889uo,1712075298101,15,4,test,2,4,140.0,170,"the rock gets pushed by the sea onto land, then the rock is seen walking while a huge rock is looking at him, the rock walks towards a glove on the floor, the rock folds the glove, the rock falls asleep on the glove, then a hand picks the rock up, the person brushes the rock and smiles at it, the person turns the rock around, and something is shown behind the rock, the person places the rock into a box and closes it, then the person walks off while holding the box. ",6,279679,test_seg4_desc,/static/video/E/filmfest_clip8_E_3.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""170"", ""content"": ""the rock gets pushed by the sea onto land, then the rock is seen walking while a huge rock is looking at him, the rock walks towards a glove on the floor, the rock folds the glove, the rock falls asleep on the glove, then a hand picks the rock up, the person brushes the rock and smiles at it, the person turns the rock around, and something is shown behind the rock, the person places the rock into a box and closes it, then the person walks off while holding the box. "", ""importance"": ""6"", ""time"": 279679, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_642,debugHXrB8:debug889uo,1712076010014,18,4,test,3,6,230.0,260,"the rock is in a pile of dirt on the floor, and is being brushed away by a person, then the person brushes the dirt on the floor off a cliff, the rock climbs onto a pile of rocks and grabs one of the rocks and rests its face on it, then a crane grabs the pile of rocks, and dumps it into a truck full of sand, the pile of sand is then seen in a factory and is in a cart, the sand is then spilled onto a machine that is moving forward, the rock is then seen on top of other rocks being pushed forwards while looking scared",6,536995,test_seg6_desc,/static/video/E/filmfest_clip8_E_5.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""260"", ""content"": ""the rock is in a pile of dirt on the floor, and is being brushed away by a person, then the person brushes the dirt on the floor off a cliff, the rock climbs onto a pile of rocks and grabs one of the rocks and rests its face on it, then a crane grabs the pile of rocks, and dumps it into a truck full of sand, the pile of sand is then seen in a factory and is in a cart, the sand is then spilled onto a machine that is moving forward, the rock is then seen on top of other rocks being pushed forwards while looking scared"", ""importance"": ""6"", ""time"": 536995, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_642,debugHXrB8:debug889uo,1712076397231,21,4,test,4,8,320.0,331,"The rock looks shocked, and takes a big breath outwards, which creates a gust of wind and causes the grass on the ground to move, then the rock closes its eyes while looking sad",6,281363,test_seg8_desc,/static/video/E/filmfest_clip8_E_7.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The rock looks shocked, and takes a big breath outwards, which creates a gust of wind and causes the grass on the ground to move, then the rock closes its eyes while looking sad"", ""importance"": ""6"", ""time"": 281363, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1418,debugcHWgI:debugmZhLk,1712070424399,12,4,test,1,2,50.0,80,The rock that was a mountain before just got women up by humanity. It doesnt seem to care though and finds a new place to sleep,3,30103,test_seg2_desc,/static/video/E/filmfest_clip8_E_1.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""80"", ""content"": ""The rock that was a mountain before just got women up by humanity. It doesnt seem to care though and finds a new place to sleep"", ""importance"": ""3"", ""time"": 30103, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1418,debugcHWgI:debugmZhLk,1712070571122,15,4,test,2,4,140.0,170,"After being a canon ball, the rock is put into water where it reshapes again, washes up, and is found by a nerdy archaologist because he now has fossils in him",2,37966,test_seg4_desc,/static/video/E/filmfest_clip8_E_3.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""170"", ""content"": ""After being a canon ball, the rock is put into water where it reshapes again, washes up, and is found by a nerdy archaologist because he now has fossils in him"", ""importance"": ""2"", ""time"": 37966, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1418,debugcHWgI:debugmZhLk,1712070709253,18,4,test,3,6,230.0,260,the rock after becoming sand is put on the beach where he tries to sleep again. But of course not for long as construction picks him up and how hes being turned to glass,3,33833,test_seg6_desc,/static/video/E/filmfest_clip8_E_5.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""260"", ""content"": ""the rock after becoming sand is put on the beach where he tries to sleep again. But of course not for long as construction picks him up and how hes being turned to glass"", ""importance"": ""3"", ""time"": 33833, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1418,debugcHWgI:debugmZhLk,1712070807849,21,4,test,4,8,320.0,331,"The rock after reforming on the new plant, is finally at peace again",6,14156,test_seg8_desc,/static/video/E/filmfest_clip8_E_7.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The rock after reforming on the new plant, is finally at peace again"", ""importance"": ""6"", ""time"": 14156, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_943,debugPmYSL:debug552ty,1712585195138,12,5,test,1,2,60.0,90,"The Rock stepped up out of the ground and walked over to a big rockface. It brushed some bushes and then went down to sleep. However, a worker tied a rope around the Rock's 'nose' and used a Donkey to pull the Rock off. You then saw workers using the Rock in a factory setting.",5,153030,test_seg2_desc,/static/video/F/filmfest_clip8_F_1.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""90"", ""content"": ""The Rock stepped up out of the ground and walked over to a big rockface. It brushed some bushes and then went down to sleep. However, a worker tied a rope around the Rock's 'nose' and used a Donkey to pull the Rock off. You then saw workers using the Rock in a factory setting."", ""importance"": ""5"", ""time"": 153030, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_943,debugPmYSL:debug552ty,1712585532873,15,5,test,2,4,150.0,180,"The Rock went down to sleep, but was woken by an old man who was an archaelogist. He turned the Rock over, and saw that there were fossilised remains. He brushed it down and took it to a museum where there lots of vistors and photographers.",4,165798,test_seg4_desc,/static/video/F/filmfest_clip8_F_3.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""180"", ""content"": ""The Rock went down to sleep, but was woken by an old man who was an archaelogist. He turned the Rock over, and saw that there were fossilised remains. He brushed it down and took it to a museum where there lots of vistors and photographers."", ""importance"": ""4"", ""time"": 165798, ""tag"": ""test_seg4_desc""}",2023-2024 Run
