"","ID","Timestamp","Trial","counterbalance","phase","description_stop","paired_vid","onset","offset","description_content","importance","time","tag","vidpath","Datastring","test_trial"
"1152","1162",1715102683491,"8","5","practice","1","2",12,33,"Two antelopes were having an argument whetehr a suspicious looking shape in water was a log or a crocodile. Unable to convince his companion, the antelope claiming it was a crocodile climbs the debris, to resolve this quandary.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two antelopes were having an argument whetehr a suspicious looking shape in water was a log or a crocodile. Unable to convince his companion, the antelope claiming it was a crocodile climbs the debris, to resolve this quandary."", ""importance"": ""6"", ""time"": 125438, ""tag"": ""prac_segB_desc""}","description"
"1160","1164",1712758293141,"8","1","practice","1","2",12,33,"There are two animals. They are on an island and want to get over to the other side. There is something in the water.  One animal thinks that it is a crocodile and the other thinks it is a log. The moose who worried that its a crocodile pokes it with a stick and splashes water on it. Nothing happens so he then jumps onto it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two animals. They are on an island and want to get over to the other side. There is something in the water.  One animal thinks that it is a crocodile and the other thinks it is a log. The moose who worried that its a crocodile pokes it with a stick and splashes water on it. Nothing happens so he then jumps onto it."", ""importance"": ""6"", ""time"": 164713, ""tag"": ""prac_segB_desc""}","description"
"1169","1165",1712152598016,"8","4","practice","1","2",12,33,"The animals are going back and forth trying to determine if the object in the water is a crocodile or a log. The one who is convinced it is a crocodile decides to jump on the object in the water.",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals are going back and forth trying to determine if the object in the water is a crocodile or a log. The one who is convinced it is a crocodile decides to jump on the object in the water."", ""importance"": ""3"", ""time"": 69862, ""tag"": ""prac_segB_desc""}","description"
"1177","1166",1701964130696,"8","4","practice","1","2",12,33,"The 2 cows at the side of the water were both thinking the thing in the water was different things - one thought it was a log, and the other a crocodile. The one that thought it was a croc threw a stick at it, and decided to get on top of it",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 cows at the side of the water were both thinking the thing in the water was different things - one thought it was a log, and the other a crocodile. The one that thought it was a croc threw a stick at it, and decided to get on top of it"", ""importance"": ""5"", ""time"": 47615, ""tag"": ""prac_segB_desc""}","description"
"1185","1167",1712073732632,"8","2","practice","1","2",12,33,"Two bulls are trying to cross the body of water. One bull says to the other that it's a crocodile. The other thinks it is a long. First bull throws a rock on it and splashes it with water. Then jumps on it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two bulls are trying to cross the body of water. One bull says to the other that it's a crocodile. The other thinks it is a long. First bull throws a rock on it and splashes it with water. Then jumps on it."", ""importance"": ""7"", ""time"": 116851, ""tag"": ""prac_segB_desc""}","description"
"1194","1168",1701964456403,"8","4","practice","1","2",12,33,"The buffalo still could not agree on what the object in the water was. The one that thought it was a crocodile prodded it, threw a stone at it, and splashed some water at it. The object did not move. The buffalo that thought it was a crocodile then jumped on it. The object still did not move.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo still could not agree on what the object in the water was. The one that thought it was a crocodile prodded it, threw a stone at it, and splashed some water at it. The object did not move. The buffalo that thought it was a crocodile then jumped on it. The object still did not move."", ""importance"": ""6"", ""time"": 106384, ""tag"": ""prac_segB_desc""}","description"
"1202","1169",1715102951670,"8","5","practice","1","2",12,33,"One of the two buffalo threw a rock at the crocodile/log in the water, he also poked it with a stick and splashed water on it. He then proceeded to jump on top of it",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the two buffalo threw a rock at the crocodile/log in the water, he also poked it with a stick and splashed water on it. He then proceeded to jump on top of it"", ""importance"": ""5"", ""time"": 115163, ""tag"": ""prac_segB_desc""}","description"
"1210","1171",1712585040548,"8","5","practice","1","2",12,33,"The 2 wilder beast were trying to decide if it was a log or a crocodile in the water.  The one on the left thought it was a crocodile and the other one did not.  The one on the left splashed water, threw a stone on it and then stood on it to see if it was a log or crocodile.  Then you woke up.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 wilder beast were trying to decide if it was a log or a crocodile in the water.  The one on the left thought it was a crocodile and the other one did not.  The one on the left splashed water, threw a stone on it and then stood on it to see if it was a log or crocodile.  Then you woke up."", ""importance"": ""6"", ""time"": 139885, ""tag"": ""prac_segB_desc""}","description"
"1218","1172",1711992092542,"8","3","practice","1","2",12,33,"Two buffalos are at the lake. They spot something in the water. One buffalo thinks it's just a log, the other thinks it's a crocodile. One of the buffalos throws a rock at the thing to see whether it reacts or not. The thing stays still. The buffalo then tries standing on top of it",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos are at the lake. They spot something in the water. One buffalo thinks it's just a log, the other thinks it's a crocodile. One of the buffalos throws a rock at the thing to see whether it reacts or not. The thing stays still. The buffalo then tries standing on top of it"", ""importance"": ""7"", ""time"": 133821, ""tag"": ""prac_segB_desc""}","description"
"1226","1173",1712152961924,"8","3","practice","1","2",12,33,"The animals both ran into an object in the water, however they disagreed over what exactly it was, an more importantly if it was a threat. One animal thought it was a croc, the other thought it was merely wood. He tested his theory by throwing a stone and jumping on the object.",2,2,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals both ran into an object in the water, however they disagreed over what exactly it was, an more importantly if it was a threat. One animal thought it was a croc, the other thought it was merely wood. He tested his theory by throwing a stone and jumping on the object."", ""importance"": ""2"", ""time"": 90752, ""tag"": ""prac_segB_desc""}","description"
"1234","1174",1701964274208,"8","0","practice","1","2",12,33,"Two animated animals are at the edge of the water. There is an object in the water, using mumbles and illustrations the animals debate if the object in the water is an aligator or a log. ",2,2,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two animated animals are at the edge of the water. There is an object in the water, using mumbles and illustrations the animals debate if the object in the water is an aligator or a log. "", ""importance"": ""2"", ""time"": 93181, ""tag"": ""prac_segB_desc""}","description"
"1243","1175",1701964305620,"8","5","practice","1","2",12,33,"The wildebeest on the left kept telling the one on the right that it was a croc, first he threw a rock at it, nothing happened. Then he poked it with a stick, and nothing happened. So next he just jumped onto the floating object.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The wildebeest on the left kept telling the one on the right that it was a croc, first he threw a rock at it, nothing happened. Then he poked it with a stick, and nothing happened. So next he just jumped onto the floating object."", ""importance"": ""5"", ""time"": 114255, ""tag"": ""prac_segB_desc""}","description"
"1251","1176",1702481120980,"8","3","practice","1","2",12,33,"The cow tested to see if the object in the water was a crocodile or a log by throwing a stone at it and poking it with a stick. Eventually the cow jumped onto the object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cow tested to see if the object in the water was a crocodile or a log by throwing a stone at it and poking it with a stick. Eventually the cow jumped onto the object."", ""importance"": ""6"", ""time"": 96811, ""tag"": ""prac_segB_desc""}","description"
"1259","1177",1712769336302,"8","2","practice","1","2",12,33,"The two buffalo were trying to figure out if the object in the water is a log or croc. \nThe one who thinks it's a croc goes on and proceeds to interact with the object to figure out what it is. ",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two buffalo were trying to figure out if the object in the water is a log or croc. \nThe one who thinks it's a croc goes on and proceeds to interact with the object to figure out what it is. "", ""importance"": ""3"", ""time"": 78563, ""tag"": ""prac_segB_desc""}","description"
"1268","1178",1712074814986,"8","4","practice","1","2",12,33,"One of the cows throws a rock at the object in the water. Then he pokes it with a stick. The object does not move. His other cow friend thinks it is a log. The persistent cow jumps on top of the object and it still does not move.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the cows throws a rock at the object in the water. Then he pokes it with a stick. The object does not move. His other cow friend thinks it is a log. The persistent cow jumps on top of the object and it still does not move."", ""importance"": ""7"", ""time"": 55252, ""tag"": ""prac_segB_desc""}","description"
"1276","1179",1712585068921,"8","1","practice","1","2",12,33,"Two cows are at the side of some water and spot something in the water. They wonder what it is; could it be a crocodile or a piece of wood? They aren't sure so decide to throw a rock to at it to see if it would move - it doesn't. They are still unsure as to what is floating in the water. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two cows are at the side of some water and spot something in the water. They wonder what it is; could it be a crocodile or a piece of wood? They aren't sure so decide to throw a rock to at it to see if it would move - it doesn't. They are still unsure as to what is floating in the water. "", ""importance"": ""6"", ""time"": 69736, ""tag"": ""prac_segB_desc""}","description"
"1285","1180",1712585050019,"8","3","practice","1","2",12,33,"The cows are trying to figure out what the patch in the water is and whether it is a crocodile or a log. They throw things at it and prod it with a stick and then one of the cows walks onto it. ",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cows are trying to figure out what the patch in the water is and whether it is a crocodile or a log. They throw things at it and prod it with a stick and then one of the cows walks onto it. "", ""importance"": ""3"", ""time"": 52790, ""tag"": ""prac_segB_desc""}","description"
"1293","1181",1712672372763,"8","2","practice","1","2",12,33,"The bison are still arguing that the log might be a crocodile. They poke it with a stick, splash it with water while still disagreeing what it is. They splash water over it and then one Bison enters the water....",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bison are still arguing that the log might be a crocodile. They poke it with a stick, splash it with water while still disagreeing what it is. They splash water over it and then one Bison enters the water...."", ""importance"": ""6"", ""time"": 61959, ""tag"": ""prac_segB_desc""}","description"
"1302","1182",1712769560227,"8","5","practice","1","2",12,33,"there were these buffalo type of animals next to a lake and there was something in the water, they were wondering what it was, they were thinking maybe it was crocodile and one of them stepped on it ",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""there were these buffalo type of animals next to a lake and there was something in the water, they were wondering what it was, they were thinking maybe it was crocodile and one of them stepped on it "", ""importance"": ""7"", ""time"": 69149, ""tag"": ""prac_segB_desc""}","description"
"1310","1183",1713887291228,"8","2","practice","1","2",12,33,"the cow on the left wanted to prove that it was a crocodile. he threw stones and poked it with a stick.",5,5,"test_seg6_desc","/static/video/B/filmfest_clip2_B_5.mp4","{""content"": ""the cow on the left wanted to prove that it was a crocodile. he threw stones and poked it with a stick."", ""counterbalance"": 2, ""descstop"": 1, ""importance"": ""5"", ""offset"": ""33"", ""phase"": ""description"", ""tag"": ""prac_segB_desc"", ""time"": 159652, ""vidpair"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4""}","description"
"1311","1183",1713887567180,"17","2","practice","1","2",12,33,"the cow on left wanted to show that it was a crocodile. and threw stones and poked with a stick. then he jumps onto it",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the cow on left wanted to show that it was a crocodile. and threw stones and poked with a stick. then he jumps onto it"", ""importance"": ""6"", ""time"": 57544, ""tag"": ""prac_segB_desc""}","description"
"1320","1184",1701964115294,"8","0","practice","1","2",12,33,"they continue to try and rouse the floating item. One thinks its a croc, other stick",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""they continue to try and rouse the floating item. One thinks its a croc, other stick"", ""importance"": ""3"", ""time"": 26185, ""tag"": ""prac_segB_desc""}","description"
"1329","1185",1712672502430,"14","2","practice","1","2",12,33,"The two moose disagree about what is in the water.  One moose thinks it is an alligator and the other believes it's a log.  The moose that believes it is an alligator throws a rock at the object, but the object does not move.  The same moose then pokes the object with a stick and the object still doesn't move.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two moose disagree about what is in the water.  One moose thinks it is an alligator and the other believes it's a log.  The moose that believes it is an alligator throws a rock at the object, but the object does not move.  The same moose then pokes the object with a stick and the object still doesn't move."", ""importance"": ""5"", ""time"": 91181, ""tag"": ""prac_segB_desc""}","description"
"1338","1186",1712672221553,"8","0","practice","1","2",12,33,"The first buffalo is convinced that the object in the water is a crocodile. First it throws a stone at it. Then it pokes it with a stick, then it splashed it with water. Finally it stands on the object in the water. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first buffalo is convinced that the object in the water is a crocodile. First it throws a stone at it. Then it pokes it with a stick, then it splashed it with water. Finally it stands on the object in the water. "", ""importance"": ""6"", ""time"": 44562, ""tag"": ""prac_segB_desc""}","description"
"1347","1187",1712672518608,"8","4","practice","1","2",12,33,"The two large animals think something thats floating in the water is either a crocodile and the other thinks its a log.  They both poke it.  The one who thinks its a crocodile then jumps on it",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two large animals think something thats floating in the water is either a crocodile and the other thinks its a log.  They both poke it.  The one who thinks its a crocodile then jumps on it"", ""importance"": ""7"", ""time"": 60278, ""tag"": ""prac_segB_desc""}","description"
"1355","1188",1712673680214,"8","0","practice","1","2",12,33,"Continuously arguing if its a crocodile or a log, one wilderbeast throws a stone at it, pokes it with a stick and finally jumps on it to prove its a crocodile to his friend",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Continuously arguing if its a crocodile or a log, one wilderbeast throws a stone at it, pokes it with a stick and finally jumps on it to prove its a crocodile to his friend"", ""importance"": ""3"", ""time"": 67919, ""tag"": ""prac_segB_desc""}","description"
"1364","1189",1713887514314,"8","3","practice","1","2",12,33,"The two cows kept on arguing that it whether it was a crocodile or a tree branch that was inside the water.  So the one cow that was suggesting it was a crocodile took a stone, and threw it in the water but there was no movement, then it decided to take a stick and hit it but there was no movement. After it tried splashing water, the cow then jumped into the water onto the subject",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two cows kept on arguing that it whether it was a crocodile or a tree branch that was inside the water.  So the one cow that was suggesting it was a crocodile took a stone, and threw it in the water but there was no movement, then it decided to take a stick and hit it but there was no movement. After it tried splashing water, the cow then jumped into the water onto the subject"", ""importance"": ""7"", ""time"": 204346, ""tag"": ""prac_segB_desc""}","description"
"1372","1190",1714580878163,"8","0","practice","1","2",12,33,"The cows were discussing the thing in the water and one thinks it's a log the other thinks its an alligator.  then the one on the right jumps on the item in the water. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cows were discussing the thing in the water and one thinks it's a log the other thinks its an alligator.  then the one on the right jumps on the item in the water. "", ""importance"": ""6"", ""time"": 69829, ""tag"": ""prac_segB_desc""}","description"
"1381","1192",1712070254524,"8","2","practice","1","2",12,33,"the two animals kept arguing. one of them threw a stone, poked it with a stick and splashed water on the object. finally he climbed the object ",5,5,"test_seg8_desc","/static/video/B/filmfest_clip2_B_7.mp4","{""content"": ""the two animals kept arguing. one of them threw a stone, poked it with a stick and splashed water on the object. finally he climbed the object "", ""counterbalance"": 2, ""descstop"": 1, ""importance"": ""5"", ""offset"": ""33"", ""phase"": ""description"", ""tag"": ""prac_segB_desc"", ""time"": 74288, ""vidpair"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4""}","description"
"1382","1192",1712070592573,"17","2","practice","1","2",12,33,"One of the animals threw a rock at the unknown object. also poked it with a stick and splashed water on it. he finally climbed the object",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the animals threw a rock at the unknown object. also poked it with a stick and splashed water on it. he finally climbed the object"", ""importance"": ""5"", ""time"": 52401, ""tag"": ""prac_segB_desc""}","description"
"1391","1193",1712075172114,"8","2","practice","1","2",12,33,"There were two cows at a body of water and there is something in the water. One cow thinks it is an alligator and the other thinks it is just a log. The cow that thinks it is an alligator throws a pebble at it.  The thing in the water does not move, so he throws water on it.  It still does not move so he pokes it with a stick.  Nothing happens and the other cow still convinced it is just a log. So the first cow that thinks its an alligator crosses over on it and nothing happens. ",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There were two cows at a body of water and there is something in the water. One cow thinks it is an alligator and the other thinks it is just a log. The cow that thinks it is an alligator throws a pebble at it.  The thing in the water does not move, so he throws water on it.  It still does not move so he pokes it with a stick.  Nothing happens and the other cow still convinced it is just a log. So the first cow that thinks its an alligator crosses over on it and nothing happens. "", ""importance"": ""7"", ""time"": 149316, ""tag"": ""prac_segB_desc""}","description"
"1400","1194",1712070230683,"8","4","practice","1","2",12,33,"The buffalo that thinks it's a crocodile keeps poking and prodding it. The other buffalo is insistent that it's just a log. The buffalo that thinks it's a crocodile finally jumps on top of it as if it were a log.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo that thinks it's a crocodile keeps poking and prodding it. The other buffalo is insistent that it's just a log. The buffalo that thinks it's a crocodile finally jumps on top of it as if it were a log."", ""importance"": ""5"", ""time"": 92721, ""tag"": ""prac_segB_desc""}","description"
"1408","1195",1701964746058,"8","0","practice","1","2",12,33,"The 2 wilder beasts are still undecided if the object is a crocodile or a log. First the one on the left throws a stone, then pokes it with a stick but there is no movement. Finally they jump on to the object and confirm it is a log.  ",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 wilder beasts are still undecided if the object is a crocodile or a log. First the one on the left throws a stone, then pokes it with a stick but there is no movement. Finally they jump on to the object and confirm it is a log.  "", ""importance"": ""7"", ""time"": 215100, ""tag"": ""prac_segB_desc""}","description"
"1417","1196",1715178808046,"8","1","practice","1","2",12,33,"The other cow tried to convince his friend(the other cow) that the thing in the water is not a trunk, it is an aligator, so he stabbed it with a stick but nothing happened, after that he stepped on it.",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The other cow tried to convince his friend(the other cow) that the thing in the water is not a trunk, it is an aligator, so he stabbed it with a stick but nothing happened, after that he stepped on it."", ""importance"": ""3"", ""time"": 211735, ""tag"": ""prac_segB_desc""}","description"
"1426","1198",1713887791652,"8","1","practice","1","2",12,33,"the two cows kept arguing one insisted the object in the river was a crocodile while the other one insisted it was a log of wood, the cow that insisted it was a crocodile then throw a stone at the object, he then splash water on it, poked it with a stick and finally jumped on the object",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the two cows kept arguing one insisted the object in the river was a crocodile while the other one insisted it was a log of wood, the cow that insisted it was a crocodile then throw a stone at the object, he then splash water on it, poked it with a stick and finally jumped on the object"", ""importance"": ""7"", ""time"": 170624, ""tag"": ""prac_segB_desc""}","description"
"1435","1200",1701964187823,"10","5","practice","1","2",12,33,"The two animals are arguing about whether it is an alligator or a log, and the one that things it's an alligator has just jumped on top of it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals are arguing about whether it is an alligator or a log, and the one that things it's an alligator has just jumped on top of it."", ""importance"": ""5"", ""time"": 43898, ""tag"": ""prac_segB_desc""}","description"
"1443","1201",1701964368577,"8","3","practice","1","2",12,33,"Two Bison are ate the waters edge.  They are looking at what looks like a log.  One bison asks if it is a crocodile the says no its a log.  they start throwing stones at it to see what it is.",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two Bison are ate the waters edge.  They are looking at what looks like a log.  One bison asks if it is a crocodile the says no its a log.  they start throwing stones at it to see what it is."", ""importance"": ""4"", ""time"": 100143, ""tag"": ""prac_segB_desc""}","description"
"1451","1202",1712584974939,"8","3","practice","1","2",12,33,"Two buffalos on the waters edge think the object is either a log or crocodile in the water, One steps on to see if he can stand on it",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos on the waters edge think the object is either a log or crocodile in the water, One steps on to see if he can stand on it"", ""importance"": ""5"", ""time"": 110018, ""tag"": ""prac_segB_desc""}","description"
"1459","1203",1712672194911,"8","3","practice","1","2",12,33,"He throws a stone at the object, pokes it with a stick, splashes it with water then stands on it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""He throws a stone at the object, pokes it with a stick, splashes it with water then stands on it."", ""importance"": ""7"", ""time"": 21132, ""tag"": ""prac_segB_desc""}","description"
"1467","1204",1712585311033,"8","1","practice","1","2",12,33,"The bulls were still discussing if what they see in the water is a log or a crocodile. The first bull taps the \thing\ with a branch, splashes water at it, but it does not move. The bull jumps on top of it, and it still does not move.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bulls were still discussing if what they see in the water is a log or a crocodile. The first bull taps the \""thing\"" with a branch, splashes water at it, but it does not move. The bull jumps on top of it, and it still does not move."", ""importance"": ""5"", ""time"": 137573, ""tag"": ""prac_segB_desc""}","description"
